"year","month","state","month_num","male","female","adolescents","adults","seniors","total_deaths","covid_deaths","white","black","hispanic","asian","other","white_deaths","black_deaths","hispanic_deaths","asian_deaths","other_deaths","hover"
2020,1,"Alabama",1,0,0,0,0,0,4729,0,75.7,13.6,6.2,1.7,2.8,0,0,0,0,0,"Total Number of Deaths: 4729
Total Number of COVID19 Deaths: NA

White: 75.7
Black: 13.6
Hispanic: 6.2
Asian: 1.7
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 0"
2020,2,"Alabama",2,0,0,0,0,0,4627,0,49.2,43.4,4.1,1.8,1.5,0,0,0,0,0,"Total Number of Deaths: 4627
Total Number of COVID19 Deaths: NA

White: 49.2
Black: 43.4
Hispanic: 4.1
Asian: 1.8
Other: 1.5

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): NA"
2020,3,"Alabama",3,31,17,0,0,0,4756,48,55.5,36.5,4,2.1,1.9,26,18,0,0,0,"Total Number of Deaths: 4756
Total Number of COVID19 Deaths: 48

White: 55.5
Black: 36.5
Hispanic: 4
Asian: 2.1
Other: 1.9

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,4,"Alabama",4,197,142,0,0,259,4877,339,54.4,37.8,3.8,2.1,1.9,171,159,0,0,0,"Total Number of Deaths: 4877
Total Number of COVID19 Deaths: 339

White: 54.4
Black: 37.8
Hispanic: 3.8
Asian: 2.1
Other: 1.9

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 259"
2020,5,"Alabama",5,214,216,0,0,338,5108,430,51.4,41,3.7,2.1,1.8,197,218,0,0,0,"Total Number of Deaths: 5108
Total Number of COVID19 Deaths: 430

White: 51.4
Black: 41
Hispanic: 3.7
Asian: 2.1
Other: 1.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 338"
2020,6,"Alabama",6,187,212,0,107,291,4901,399,50.3,41.9,3.9,2.1,1.7,188,186,24,0,0,"Total Number of Deaths: 4901
Total Number of COVID19 Deaths: 399

White: 50.3
Black: 41.9
Hispanic: 3.9
Asian: 2.1
Other: 1.7

Adolescents: NA
Adult (Ages 18-64): 107
Seniors (Ages 65+): 291"
2020,7,"Alabama",7,438,441,0,0,676,5717,879,55.9,36,4.2,1.9,1.9,553,297,25,0,0,"Total Number of Deaths: 5717
Total Number of COVID19 Deaths: 879

White: 55.9
Black: 36
Hispanic: 4.2
Asian: 1.9
Other: 1.9

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 676"
2020,8,"Alabama",8,495,469,0,0,735,5765,964,56.8,35.2,4.1,1.9,1.9,623,307,23,0,0,"Total Number of Deaths: 5765
Total Number of COVID19 Deaths: 964

White: 56.8
Black: 35.2
Hispanic: 4.1
Asian: 1.9
Other: 1.9

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 735"
2020,9,"Alabama",9,276,292,0,0,455,5110,568,56.1,36,4.1,1.9,1.9,390,165,0,0,0,"Total Number of Deaths: 5110
Total Number of COVID19 Deaths: 568

White: 56.1
Black: 36
Hispanic: 4.1
Asian: 1.9
Other: 1.9

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 455"
2020,10,"Alabama",10,315,245,0,0,439,5199,560,56.8,35.1,4.2,1.9,1.9,424,130,0,0,0,"Total Number of Deaths: 5199
Total Number of COVID19 Deaths: 560

White: 56.8
Black: 35.1
Hispanic: 4.2
Asian: 1.9
Other: 1.9

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 439"
2020,11,"Alabama",11,432,336,0,0,611,5548,768,55.7,36.1,4.3,1.9,1.9,565,180,15,0,0,"Total Number of Deaths: 5548
Total Number of COVID19 Deaths: 768

White: 55.7
Black: 36.1
Hispanic: 4.3
Asian: 1.9
Other: 1.9

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 611"
2020,12,"Alabama",12,975,774,0,0,1408,7025,1749,55.7,36.2,4.4,1.9,1.9,1337,386,18,0,0,"Total Number of Deaths: 7025
Total Number of COVID19 Deaths: 1749

White: 55.7
Black: 36.2
Hispanic: 4.4
Asian: 1.9
Other: 1.9

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 1408"
2021,1,"Alabama",13,1307,1102,0,0,1891,7812,2409,55.4,36.6,4.2,1.9,1.9,1724,630,34,11,0,"Total Number of Deaths: 7812
Total Number of COVID19 Deaths: 2409

White: 55.4
Black: 36.6
Hispanic: 4.2
Asian: 1.9
Other: 1.9

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 1891"
2021,2,"Alabama",14,522,444,0,0,738,5548,966,55.1,36.7,4.1,2,1.9,651,291,16,0,0,"Total Number of Deaths: 5548
Total Number of COVID19 Deaths: 966

White: 55.1
Black: 36.7
Hispanic: 4.1
Asian: 2
Other: 1.9

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 738"
2021,3,"Alabama",15,208,184,0,0,289,5064,392,53.8,38.2,4,2,1.9,260,121,0,0,0,"Total Number of Deaths: 5064
Total Number of COVID19 Deaths: 392

White: 53.8
Black: 38.2
Hispanic: 4
Asian: 2
Other: 1.9

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 289"
2021,4,"Alabama",16,111,105,0,0,143,4962,216,52.8,39.1,4.2,2,1.8,132,79,0,0,0,"Total Number of Deaths: 4962
Total Number of COVID19 Deaths: 216

White: 52.8
Black: 39.1
Hispanic: 4.2
Asian: 2
Other: 1.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 143"
2021,5,"Alabama",17,115,96,0,0,134,4895,211,54.1,37.8,4.2,2,1.9,140,68,0,0,0,"Total Number of Deaths: 4895
Total Number of COVID19 Deaths: 211

White: 54.1
Black: 37.8
Hispanic: 4.2
Asian: 2
Other: 1.9

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 134"
2021,6,"Alabama",18,68,63,0,0,86,4670,131,56.8,35,4.2,2,2,92,38,0,0,0,"Total Number of Deaths: 4670
Total Number of COVID19 Deaths: 131

White: 56.8
Black: 35
Hispanic: 4.2
Asian: 2
Other: 2

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 86"
2021,7,"Alabama",19,139,119,0,0,146,4890,258,55.8,36.2,4,1.9,1.9,192,60,0,0,0,"Total Number of Deaths: 4890
Total Number of COVID19 Deaths: 258

White: 55.8
Black: 36.2
Hispanic: 4
Asian: 1.9
Other: 1.9

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 146"
2021,8,"Alabama",20,900,771,0,773,897,6593,1671,57.9,34,4,1.9,2.1,1198,421,35,0,0,"Total Number of Deaths: 6593
Total Number of COVID19 Deaths: 1671

White: 57.9
Black: 34
Hispanic: 4
Asian: 1.9
Other: 2.1

Adolescents: NA
Adult (Ages 18-64): 773
Seniors (Ages 65+): 897"
2021,9,"Alabama",21,1074,884,0,944,1012,6672,1958,57.1,34.8,4.2,1.9,2,1416,464,55,0,0,"Total Number of Deaths: 6672
Total Number of COVID19 Deaths: 1958

White: 57.1
Black: 34.8
Hispanic: 4.2
Asian: 1.9
Other: 2

Adolescents: NA
Adult (Ages 18-64): 944
Seniors (Ages 65+): 1012"
2021,10,"Alabama",22,396,426,0,391,429,5372,822,56.4,35.3,4.3,2,2,576,209,20,0,0,"Total Number of Deaths: 5372
Total Number of COVID19 Deaths: 822

White: 56.4
Black: 35.3
Hispanic: 4.3
Asian: 2
Other: 2

Adolescents: NA
Adult (Ages 18-64): 391
Seniors (Ages 65+): 429"
2021,11,"Alabama",23,118,76,0,0,117,3354,194,57.9,33.7,4.4,1.9,2,150,35,0,0,0,"Total Number of Deaths: 3354
Total Number of COVID19 Deaths: 194

White: 57.9
Black: 33.7
Hispanic: 4.4
Asian: 1.9
Other: 2

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 117"
2021,12,"Alabama",24,0,0,0,0,0,43,0,69.7,20,5.3,2.4,2.7,0,0,0,0,0,"Total Number of Deaths: 43
Total Number of COVID19 Deaths: NA

White: 69.7
Black: 20
Hispanic: 5.3
Asian: 2.4
Other: 2.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,1,"Alaska",1,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,"Total Number of Deaths: 422
Total Number of COVID19 Deaths: 0

White: 0
Black: 0
Hispanic: 0
Asian: 0
Other: 0

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): 0"
2020,2,"Alaska",2,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,"Total Number of Deaths: 363
Total Number of COVID19 Deaths: 0

White: 0
Black: 0
Hispanic: 0
Asian: 0
Other: 0

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): 0"
2020,3,"Alaska",3,0,0,0,0,0,356,0,56.4,5.2,9.5,9.8,19.1,0,0,0,0,0,"Total Number of Deaths: 356
Total Number of COVID19 Deaths: NA

White: 56.4
Black: 5.2
Hispanic: 9.5
Asian: 9.8
Other: 19.1

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,4,"Alaska",4,0,0,0,0,0,357,0,58.7,5.1,9.3,8.6,18.3,0,0,0,0,0,"Total Number of Deaths: 357
Total Number of COVID19 Deaths: NA

White: 58.7
Black: 5.1
Hispanic: 9.3
Asian: 8.6
Other: 18.3

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,5,"Alaska",5,0,0,0,0,0,386,0,79.5,0.7,4.4,1.8,13.6,0,0,0,0,0,"Total Number of Deaths: 386
Total Number of COVID19 Deaths: NA

White: 79.5
Black: 0.7
Hispanic: 4.4
Asian: 1.8
Other: 13.6

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): NA"
2020,6,"Alaska",6,0,0,0,0,0,370,0,56.4,5.2,9.5,9.8,19.1,0,0,0,0,0,"Total Number of Deaths: 370
Total Number of COVID19 Deaths: NA

White: 56.4
Black: 5.2
Hispanic: 9.5
Asian: 9.8
Other: 19.1

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): NA"
2020,7,"Alaska",7,0,0,0,0,0,432,12,57.6,5.2,9.4,9.1,18.6,0,0,0,0,0,"Total Number of Deaths: 432
Total Number of COVID19 Deaths: 12

White: 57.6
Black: 5.2
Hispanic: 9.4
Asian: 9.1
Other: 18.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,8,"Alaska",8,14,0,0,0,0,428,19,57.6,5.1,9.3,9,18.9,0,0,0,0,0,"Total Number of Deaths: 428
Total Number of COVID19 Deaths: 19

White: 57.6
Black: 5.1
Hispanic: 9.3
Asian: 9
Other: 18.9

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,9,"Alaska",9,0,0,0,0,0,423,12,56.8,5.2,9.5,9.6,19,0,0,0,0,0,"Total Number of Deaths: 423
Total Number of COVID19 Deaths: 12

White: 56.8
Black: 5.2
Hispanic: 9.5
Asian: 9.6
Other: 19

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,10,"Alaska",10,14,20,0,0,0,465,34,57.8,5,9.3,9,18.9,11,0,0,0,0,"Total Number of Deaths: 465
Total Number of COVID19 Deaths: 34

White: 57.8
Black: 5
Hispanic: 9.3
Asian: 9
Other: 18.9

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,11,"Alaska",11,39,30,0,0,51,499,69,58.4,4.8,9,8.7,19.1,22,0,0,0,0,"Total Number of Deaths: 499
Total Number of COVID19 Deaths: 69

White: 58.4
Black: 4.8
Hispanic: 9
Asian: 8.7
Other: 19.1

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 51"
2020,12,"Alaska",12,60,37,0,0,83,507,97,59,4.7,9,8.8,18.5,43,0,0,10,0,"Total Number of Deaths: 507
Total Number of COVID19 Deaths: 97

White: 59
Black: 4.7
Hispanic: 9
Asian: 8.8
Other: 18.5

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 83"
2021,1,"Alaska",13,22,15,0,0,0,471,37,59.3,4.8,8.9,8.1,18.8,12,0,0,0,0,"Total Number of Deaths: 471
Total Number of COVID19 Deaths: 37

White: 59.3
Black: 4.8
Hispanic: 8.9
Asian: 8.1
Other: 18.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2021,2,"Alaska",14,13,0,0,0,0,365,18,56.8,5.1,9.3,9.3,19.5,0,0,0,0,0,"Total Number of Deaths: 365
Total Number of COVID19 Deaths: 18

White: 56.8
Black: 5.1
Hispanic: 9.3
Asian: 9.3
Other: 19.5

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2021,3,"Alaska",15,0,0,0,0,0,419,16,61.7,4.5,8.7,7.5,17.6,10,0,0,0,0,"Total Number of Deaths: 419
Total Number of COVID19 Deaths: 16

White: 61.7
Black: 4.5
Hispanic: 8.7
Asian: 7.5
Other: 17.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2021,4,"Alaska",16,12,0,0,0,0,409,17,71.2,2.6,6.9,4,15.4,15,0,0,0,0,"Total Number of Deaths: 409
Total Number of COVID19 Deaths: 17

White: 71.2
Black: 2.6
Hispanic: 6.9
Asian: 4
Other: 15.4

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2021,5,"Alaska",17,18,14,0,0,0,419,32,62.8,4.3,8.5,7,17.3,17,0,0,0,0,"Total Number of Deaths: 419
Total Number of COVID19 Deaths: 32

White: 62.8
Black: 4.3
Hispanic: 8.5
Asian: 7
Other: 17.3

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2021,6,"Alaska",18,0,0,0,0,0,407,0,56.4,5.2,9.5,9.8,19.2,0,0,0,0,0,"Total Number of Deaths: 407
Total Number of COVID19 Deaths: NA

White: 56.4
Black: 5.2
Hispanic: 9.5
Asian: 9.8
Other: 19.2

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2021,7,"Alaska",19,14,11,0,0,0,454,25,58.4,4.9,9.2,9,18.5,15,0,0,0,0,"Total Number of Deaths: 454
Total Number of COVID19 Deaths: 25

White: 58.4
Black: 4.9
Hispanic: 9.2
Asian: 9
Other: 18.5

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2021,8,"Alaska",20,71,35,0,0,59,575,106,59.2,4.8,9,8.6,18.4,58,0,0,0,0,"Total Number of Deaths: 575
Total Number of COVID19 Deaths: 106

White: 59.2
Black: 4.8
Hispanic: 9
Asian: 8.6
Other: 18.4

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 59"
2021,9,"Alaska",21,107,74,0,0,108,610,181,60.4,4.6,8.8,8.1,18.1,111,0,0,15,0,"Total Number of Deaths: 610
Total Number of COVID19 Deaths: 181

White: 60.4
Black: 4.6
Hispanic: 8.8
Asian: 8.1
Other: 18.1

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 108"
2021,10,"Alaska",22,119,67,0,0,110,567,186,60.5,4.6,8.8,8,18.2,107,0,0,10,0,"Total Number of Deaths: 567
Total Number of COVID19 Deaths: 186

White: 60.5
Black: 4.6
Hispanic: 8.8
Asian: 8
Other: 18.2

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 110"
2021,11,"Alaska",23,39,18,0,0,0,207,57,58.7,4.8,9,8.7,18.8,37,0,0,0,0,"Total Number of Deaths: 207
Total Number of COVID19 Deaths: 57

White: 58.7
Black: 4.8
Hispanic: 9
Asian: 8.7
Other: 18.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2021,12,"Alaska",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Total Number of Deaths: NA
Total Number of COVID19 Deaths: 0

White: 0
Black: 0
Hispanic: 0
Asian: 0
Other: 0

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): 0"
2020,1,"Arizona",1,0,0,0,0,0,5843,0,0,0,0,0,0,0,0,0,0,0,"Total Number of Deaths: 5843
Total Number of COVID19 Deaths: 0

White: 0
Black: 0
Hispanic: 0
Asian: 0
Other: 0

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): 0"
2020,2,"Arizona",2,0,0,0,0,0,5454,0,0,0,0,0,0,0,0,0,0,0,"Total Number of Deaths: 5454
Total Number of COVID19 Deaths: 0

White: 0
Black: 0
Hispanic: 0
Asian: 0
Other: 0

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): 0"
2020,3,"Arizona",3,45,19,0,0,0,5932,64,53.7,5.4,32,4.2,4.7,27,0,11,0,0,"Total Number of Deaths: 5932
Total Number of COVID19 Deaths: 64

White: 53.7
Black: 5.4
Hispanic: 32
Asian: 4.2
Other: 4.7

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,4,"Arizona",4,217,188,0,0,329,5879,405,53.8,5.4,32.1,4.2,4.5,224,13,68,0,0,"Total Number of Deaths: 5879
Total Number of COVID19 Deaths: 405

White: 53.8
Black: 5.4
Hispanic: 32.1
Asian: 4.2
Other: 4.5

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 329"
2020,5,"Arizona",5,283,224,0,0,378,5929,507,53.9,5.5,31.9,4.3,4.4,228,19,120,0,0,"Total Number of Deaths: 5929
Total Number of COVID19 Deaths: 507

White: 53.9
Black: 5.5
Hispanic: 31.9
Asian: 4.3
Other: 4.4

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 378"
2020,6,"Arizona",6,503,396,0,276,622,6546,899,53.8,5.5,32.1,4.3,4.2,364,33,309,10,0,"Total Number of Deaths: 6546
Total Number of COVID19 Deaths: 899

White: 53.8
Black: 5.5
Hispanic: 32.1
Asian: 4.3
Other: 4.2

Adolescents: NA
Adult (Ages 18-64): 276
Seniors (Ages 65+): 622"
2020,7,"Arizona",7,1273,829,0,614,1488,8385,2102,54,5.6,31.8,4.4,4.2,942,73,808,45,0,"Total Number of Deaths: 8385
Total Number of COVID19 Deaths: 2102

White: 54
Black: 5.6
Hispanic: 31.8
Asian: 4.4
Other: 4.2

Adolescents: 0
Adult (Ages 18-64): 614
Seniors (Ages 65+): 1488"
2020,8,"Arizona",8,528,414,0,0,652,6712,942,54,5.6,31.8,4.4,4.2,389,33,370,17,0,"Total Number of Deaths: 6712
Total Number of COVID19 Deaths: 942

White: 54
Black: 5.6
Hispanic: 31.8
Asian: 4.4
Other: 4.2

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 652"
2020,9,"Arizona",9,157,116,0,0,186,5426,273,54,5.6,31.7,4.4,4.2,118,0,103,0,0,"Total Number of Deaths: 5426
Total Number of COVID19 Deaths: 273

White: 54
Black: 5.6
Hispanic: 31.7
Asian: 4.4
Other: 4.2

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 186"
2020,10,"Arizona",10,152,107,0,0,198,5611,259,54.1,5.6,31.7,4.4,4.3,140,0,63,0,0,"Total Number of Deaths: 5611
Total Number of COVID19 Deaths: 259

White: 54.1
Black: 5.6
Hispanic: 31.7
Asian: 4.4
Other: 4.3

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 198"
2020,11,"Arizona",11,502,356,0,0,654,6141,858,54,5.5,31.9,4.3,4.3,458,22,236,12,0,"Total Number of Deaths: 6141
Total Number of COVID19 Deaths: 858

White: 54
Black: 5.5
Hispanic: 31.9
Asian: 4.3
Other: 4.3

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 654"
2020,12,"Arizona",12,1845,1167,0,0,2389,9221,3012,53.9,5.5,32,4.3,4.3,1683,82,879,51,0,"Total Number of Deaths: 9221
Total Number of COVID19 Deaths: 3012

White: 53.9
Black: 5.5
Hispanic: 32
Asian: 4.3
Other: 4.3

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 2389"
2021,1,"Arizona",13,2362,1670,0,962,3068,10323,4032,54,5.5,31.9,4.3,4.2,2201,135,1198,111,362,"Total Number of Deaths: 10323
Total Number of COVID19 Deaths: 4032

White: 54
Black: 5.5
Hispanic: 31.9
Asian: 4.3
Other: 4.2

Adolescents: NA
Adult (Ages 18-64): 962
Seniors (Ages 65+): 3068"
2021,2,"Arizona",14,1004,663,0,397,1268,6722,1667,54,5.6,31.9,4.4,4.2,902,52,493,45,0,"Total Number of Deaths: 6722
Total Number of COVID19 Deaths: 1667

White: 54
Black: 5.6
Hispanic: 31.9
Asian: 4.4
Other: 4.2

Adolescents: NA
Adult (Ages 18-64): 397
Seniors (Ages 65+): 1268"
2021,3,"Arizona",15,283,233,0,0,389,6167,516,54,5.5,31.9,4.3,4.2,298,21,147,12,0,"Total Number of Deaths: 6167
Total Number of COVID19 Deaths: 516

White: 54
Black: 5.5
Hispanic: 31.9
Asian: 4.3
Other: 4.2

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 389"
2021,4,"Arizona",16,148,86,0,0,154,5529,234,54.1,5.5,31.9,4.3,4.2,131,0,68,0,0,"Total Number of Deaths: 5529
Total Number of COVID19 Deaths: 234

White: 54.1
Black: 5.5
Hispanic: 31.9
Asian: 4.3
Other: 4.2

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 154"
2021,5,"Arizona",17,144,97,0,0,152,5800,241,54.1,5.6,31.7,4.4,4.2,127,15,72,0,0,"Total Number of Deaths: 5800
Total Number of COVID19 Deaths: 241

White: 54.1
Black: 5.6
Hispanic: 31.7
Asian: 4.4
Other: 4.2

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 152"
2021,6,"Arizona",18,120,60,0,0,117,5767,180,54.1,5.5,31.7,4.3,4.2,103,13,50,0,0,"Total Number of Deaths: 5767
Total Number of COVID19 Deaths: 180

White: 54.1
Black: 5.5
Hispanic: 31.7
Asian: 4.3
Other: 4.2

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 117"
2021,7,"Arizona",19,174,116,0,0,164,5800,290,54.2,5.6,31.6,4.4,4.2,171,19,69,0,0,"Total Number of Deaths: 5800
Total Number of COVID19 Deaths: 290

White: 54.2
Black: 5.6
Hispanic: 31.6
Asian: 4.4
Other: 4.2

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 164"
2021,8,"Arizona",20,464,325,0,382,405,6739,789,54.1,5.6,31.7,4.4,4.2,446,43,218,11,0,"Total Number of Deaths: 6739
Total Number of COVID19 Deaths: 789

White: 54.1
Black: 5.6
Hispanic: 31.7
Asian: 4.4
Other: 4.2

Adolescents: NA
Adult (Ages 18-64): 382
Seniors (Ages 65+): 405"
2021,9,"Arizona",21,698,475,0,529,641,6855,1173,54.1,5.6,31.7,4.4,4.2,683,49,353,0,0,"Total Number of Deaths: 6855
Total Number of COVID19 Deaths: 1173

White: 54.1
Black: 5.6
Hispanic: 31.7
Asian: 4.4
Other: 4.2

Adolescents: NA
Adult (Ages 18-64): 529
Seniors (Ages 65+): 641"
2021,10,"Arizona",22,642,452,0,459,633,6771,1094,54.1,5.5,31.7,4.3,4.3,639,42,309,12,0,"Total Number of Deaths: 6771
Total Number of COVID19 Deaths: 1094

White: 54.1
Black: 5.5
Hispanic: 31.7
Asian: 4.3
Other: 4.3

Adolescents: NA
Adult (Ages 18-64): 459
Seniors (Ages 65+): 633"
2021,11,"Arizona",23,763,489,0,425,825,5828,1252,54.1,5.5,31.7,4.3,4.3,808,36,308,17,0,"Total Number of Deaths: 5828
Total Number of COVID19 Deaths: 1252

White: 54.1
Black: 5.5
Hispanic: 31.7
Asian: 4.3
Other: 4.3

Adolescents: NA
Adult (Ages 18-64): 425
Seniors (Ages 65+): 825"
2021,12,"Arizona",24,21,11,0,0,0,129,32,54.4,5.4,31.6,4.3,4.3,27,0,0,0,0,"Total Number of Deaths: 129
Total Number of COVID19 Deaths: 32

White: 54.4
Black: 5.4
Hispanic: 31.6
Asian: 4.3
Other: 4.3

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,1,"Arkansas",1,0,0,0,0,0,2926,0,0,0,0,0,0,0,0,0,0,0,"Total Number of Deaths: 2926
Total Number of COVID19 Deaths: 0

White: 0
Black: 0
Hispanic: 0
Asian: 0
Other: 0

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): 0"
2020,2,"Arkansas",2,0,0,0,0,0,2808,0,0,0,0,0,0,0,0,0,0,0,"Total Number of Deaths: 2808
Total Number of COVID19 Deaths: 0

White: 0
Black: 0
Hispanic: 0
Asian: 0
Other: 0

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): 0"
2020,3,"Arkansas",3,0,0,0,0,0,2849,10,56.7,31.1,7.2,2.2,2.8,0,0,0,0,0,"Total Number of Deaths: 2849
Total Number of COVID19 Deaths: 10

White: 56.7
Black: 31.1
Hispanic: 7.2
Asian: 2.2
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,4,"Arkansas",4,29,32,0,0,0,2685,61,52.9,35.6,6.7,2.1,2.7,38,21,0,0,0,"Total Number of Deaths: 2685
Total Number of COVID19 Deaths: 61

White: 52.9
Black: 35.6
Hispanic: 6.7
Asian: 2.1
Other: 2.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,5,"Arkansas",5,46,32,0,0,61,2765,78,55.9,31,7.9,2.3,2.9,47,25,0,0,0,"Total Number of Deaths: 2765
Total Number of COVID19 Deaths: 78

White: 55.9
Black: 31
Hispanic: 7.9
Asian: 2.3
Other: 2.9

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 61"
2020,6,"Arkansas",6,84,85,0,0,112,2906,169,61.7,20.3,11.3,2.9,3.8,82,30,22,0,33,"Total Number of Deaths: 2906
Total Number of COVID19 Deaths: 169

White: 61.7
Black: 20.3
Hispanic: 11.3
Asian: 2.9
Other: 3.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 112"
2020,7,"Arkansas",7,160,114,0,0,201,3079,274,62.6,20.5,10.5,2.7,3.7,172,61,22,0,0,"Total Number of Deaths: 3079
Total Number of COVID19 Deaths: 274

White: 62.6
Black: 20.5
Hispanic: 10.5
Asian: 2.7
Other: 3.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 201"
2020,8,"Arkansas",8,216,195,0,0,321,3297,411,62.1,23.7,8.6,2.3,3.3,273,84,38,0,0,"Total Number of Deaths: 3297
Total Number of COVID19 Deaths: 411

White: 62.1
Black: 23.7
Hispanic: 8.6
Asian: 2.3
Other: 3.3

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 321"
2020,9,"Arkansas",9,221,201,0,0,352,3199,422,62.2,22.7,9.3,2.4,3.4,329,73,12,0,0,"Total Number of Deaths: 3199
Total Number of COVID19 Deaths: 422

White: 62.2
Black: 22.7
Hispanic: 9.3
Asian: 2.4
Other: 3.4

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 352"
